primaryTitle,startYear,numVotes,averageRating
Swimming Pool,2003,50310,6.7
Matchstick Men,2003,142695,7.3
I'm Not Scared,2003,17296,7.4
Mystic River,2003,506620,7.9
Man on Fire,2004,405275,7.7
11:14,2003,51523,7.1
Intermission,2003,17058,6.8
The Barbarian Invasions,2003,30639,7.5
Infernal Affairs,2002,135380,8.0
Monster,2003,168637,7.3
Capturing the Friedmans,2003,28061,7.6
Unleashed,2005,110425,7.0
Blood and Bone,2009,37177,6.7
Khakee,2004,17144,7.4
Memories of Murder,2003,245591,8.1
Tell No One,2006,59861,7.5
The Blind Swordsman: Zatoichi,2003,52642,7.4
Elephant,2003,101242,7.1
The Assassination of Richard Nixon,2004,26359,6.9
The Matador,2005,47190,6.7
Millions,2004,26865,6.8
The Man Who Copied,2003,12116,7.6
Ong-Bak: The Thai Warrior,2003,80186,7.1
Infernal Affairs II,2003,20618,7.2
Collateral,2004,452985,7.5
Batman Begins,2005,1656432,8.2
Kiss Kiss Bang Bang,2005,244928,7.5
Gangaajal,2003,18726,7.8
Control,2003,27821,7.6
Infernal Affairs III,2003,15347,6.8
The Memory of a Killer,2003,10852,7.2
Crash,2004,456689,7.7
Layer Cake,2004,203306,7.2
Anniyan,2005,23958,8.3
Mean Creek,2004,34236,7.1
Kill Bill: Vol. 2,2004,841947,8.0
Maqbool,2003,12902,8.0
Capote,2005,146116,7.3
Cocaine Cowboys,2006,14421,7.7
Oliver Twist,2005,35107,6.8
3:10 to Yuma,2007,344193,7.6
Vera Drake,2004,27971,7.6
Green Street Hooligans,2005,167289,7.4
The Football Factory,2004,33916,6.7
Motherless Brooklyn,2019,65077,6.8
New Police Story,2004,30201,6.9
Maria Full of Grace,2004,37030,7.4
36th Precinct,2004,18959,7.1
Brick,2005,112524,7.1
Ferpect Crime,2004,13373,7.0
The Devil's Rejects,2005,109018,6.7
Perfume: The Story of a Murderer,2006,273929,7.5
Pusher II,2004,27324,7.3
Derailed,2005,78008,6.6
The Consequences of Love,2004,19838,7.5
Trade,2007,18646,7.3
A History of Violence,2005,265859,7.4
Lord of War,2005,350721,7.6
Black Friday,2004,22810,8.4
Sin City,2005,810114,8.0
Breach,2007,63220,7.0
Running Scared,2006,105455,7.3
A Scanner Darkly,2006,120272,7.0
Rang De Basanti,2006,124744,8.1
The Departed,2006,1497720,8.5
Hustle & Flow,2005,44655,7.3
The Beat That My Heart Skipped,2005,21161,7.2
Mesrine: Public Enemy No. 1,2008,31907,7.4
District B13,2004,75941,7.1
Adam's Apples,2005,57184,7.7
Phir Hera Pheri,2006,30545,7.4
The Three Burials of Melquiades Estrada,2005,42712,7.3
Dead Man's Shoes,2004,61371,7.5
Find Me Guilty,2006,37358,7.0
The Aura,2005,15287,7.1
Infamous,2006,18615,7.0
Street Kings,2008,124508,6.8
Gridiron Gang,2006,82709,7.1
The Proposition,2005,56755,7.3
Dhoom,2004,23761,6.6
3-Iron,2004,60153,7.9
Lucky Number Slevin,2006,333711,7.7
Pusher III,2005,19590,7.3
Trailer Park Boys: The Movie,2006,13912,7.1
Sophie Scholl: The Final Days,2005,29393,7.6
Alpha Dog,2006,110267,6.9
The Lookout,2007,61428,6.9
The Protector,2005,39967,7.0
The A-Team,2010,273685,6.7
The Business,2005,15824,6.6
Four Brothers,2005,164704,6.8
Sarkar,2005,18002,7.6
Harsh Times,2005,69926,6.8
Election,2005,11968,7.1
Kidulthood,2006,20105,6.7
Dhoom 2,2006,31633,6.6
The Assassination of Jesse James by the Coward Robert Ford,2007,198994,7.5
Zodiac,2007,641026,7.7
Keeping Mum,2005,37010,6.8
Paradise Now,2005,24568,7.4
Lady Vengeance,2005,89831,7.5
Gone Baby Gone,2007,302996,7.6
Deja Vu,2006,338894,7.1
